,Two_yr_Recidivism,Number_of_Priors,score_factor,Female,Misdemeanor,Age,Race
496,0,1,0,0,1,Age_Below_TwentyFive,
497,1,0,1,0,1,Age_Below_TwentyFive,Other
498,0,0,0,0,1,Age_Below_TwentyFive,Hispanic
499,0,1,0,0,0,Age_Below_TwentyFive,Other
500,0,0,0,0,1,Age_Below_TwentyFive,African_American
501,0,0,1,1,0,Age_Below_TwentyFive,
502,0,0,0,0,1,Age_Below_TwentyFive,African_American
503,1,0,0,0,1,Age_Below_TwentyFive,Hispanic
504,0,1,0,0,0,Age_Below_TwentyFive,Hispanic
505,0,0,1,1,0,Age_Below_TwentyFive,
506,0,1,0,0,0,Age_Below_TwentyFive,African_American
507,1,3,1,0,1,Age_Below_TwentyFive,African_American
508,1,3,1,0,1,Age_Below_TwentyFive,African_American
509,0,0,0,0,0,Age_Below_TwentyFive,African_American
510,1,11,1,0,0,Age_Below_TwentyFive,African_American
511,0,1,0,1,0,Age_Below_TwentyFive,African_American
512,1,1,1,0,1,Age_Below_TwentyFive,Hispanic
513,0,1,1,0,1,Age_Below_TwentyFive,African_American
514,1,6,1,0,0,Age_Below_TwentyFive,
515,0,0,0,1,1,Age_Above_FourtyFive,
516,0,2,0,0,1,Age_Below_TwentyFive,
517,1,5,1,0,1,Age_Below_TwentyFive,African_American
518,0,0,0,0,0,Age_Below_TwentyFive,
519,1,0,1,0,0,Age_Below_TwentyFive,African_American
520,1,4,1,0,0,Age_Below_TwentyFive,African_American
521,0,0,0,0,1,Age_Above_FourtyFive,
522,1,2,0,0,1,Age_Below_TwentyFive,
523,0,10,0,0,0,Age_Below_TwentyFive,African_American
524,1,9,0,0,1,Age_Above_FourtyFive,African_American
525,0,3,1,1,0,Age_Below_TwentyFive,
526,0,0,1,1,1,Age_Below_TwentyFive,African_American
527,1,2,1,1,0,Age_Below_TwentyFive,
528,0,1,0,0,1,Age_Below_TwentyFive,African_American
529,0,0,0,0,1,Age_Below_TwentyFive,African_American
530,1,15,1,0,0,Age_Above_FourtyFive,African_American
531,0,0,0,0,1,Age_Below_TwentyFive,Hispanic
532,1,4,1,0,0,Age_Below_TwentyFive,African_American
533,1,3,1,0,0,Age_Below_TwentyFive,
534,0,5,1,0,1,Age_Below_TwentyFive,
535,0,1,1,0,0,Age_Below_TwentyFive,
536,1,3,1,0,0,Age_Below_TwentyFive,
537,0,0,0,0,0,Age_Below_TwentyFive,African_American
538,1,18,1,0,0,Age_Below_TwentyFive,African_American
539,1,0,0,1,0,Age_Below_TwentyFive,
540,0,0,1,0,0,Age_Below_TwentyFive,Other
541,1,4,0,1,0,Age_Above_FourtyFive,African_American
542,1,0,0,1,1,Age_Above_FourtyFive,
543,0,0,0,0,0,Age_Below_TwentyFive,African_American
544,0,0,1,1,0,Age_Below_TwentyFive,African_American
545,0,0,0,0,0,Age_Below_TwentyFive,African_American
546,1,8,1,0,0,Age_Below_TwentyFive,African_American
547,0,10,1,1,0,Age_Below_TwentyFive,African_American
548,0,1,1,1,0,Age_Above_FourtyFive,
549,1,2,0,0,0,Age_Below_TwentyFive,
550,1,0,1,0,0,Age_Below_TwentyFive,African_American
551,1,1,0,0,0,Age_Below_TwentyFive,African_American
552,1,13,1,0,0,Age_Below_TwentyFive,African_American
553,1,1,0,0,0,Age_Below_TwentyFive,
554,1,23,1,0,0,Age_Below_TwentyFive,African_American
555,0,20,1,0,0,Age_Above_FourtyFive,African_American
556,0,3,1,0,0,Age_Below_TwentyFive,African_American
557,1,1,1,0,1,Age_Below_TwentyFive,African_American
558,1,2,1,0,1,Age_Below_TwentyFive,Hispanic
559,1,2,0,0,1,Age_Above_FourtyFive,African_American
560,0,0,0,0,1,Age_Below_TwentyFive,African_American
561,0,0,0,1,0,Age_Below_TwentyFive,African_American
562,0,1,0,0,1,Age_Above_FourtyFive,
563,0,0,0,0,0,Age_Above_FourtyFive,Hispanic
564,0,0,1,0,0,Age_Below_TwentyFive,African_American
565,0,11,0,0,0,Age_Below_TwentyFive,African_American
566,1,4,1,0,1,Age_Below_TwentyFive,Other
567,0,0,0,0,0,Age_Above_FourtyFive,Other
568,0,0,0,1,1,Age_Below_TwentyFive,African_American
569,0,2,0,1,0,Age_Above_FourtyFive,
570,0,0,0,0,1,Age_Below_TwentyFive,African_American
571,1,0,1,0,1,Age_Below_TwentyFive,African_American
572,1,17,1,0,0,Age_Above_FourtyFive,African_American
573,0,3,1,0,0,Age_Below_TwentyFive,African_American
574,0,0,0,1,1,Age_Below_TwentyFive,
575,1,15,1,1,0,Age_Below_TwentyFive,
576,1,7,1,0,0,Age_Below_TwentyFive,Hispanic
577,1,2,1,0,1,Age_Below_TwentyFive,African_American
578,0,3,0,0,0,Age_Below_TwentyFive,African_American
579,1,0,1,0,0,Age_Below_TwentyFive,Asian
580,1,3,0,0,0,Age_Above_FourtyFive,
581,0,5,1,0,0,Age_Below_TwentyFive,African_American
582,0,4,1,0,1,Age_Below_TwentyFive,African_American
583,1,14,1,0,0,Age_Below_TwentyFive,African_American
584,0,2,0,0,0,Age_Above_FourtyFive,
585,1,3,0,0,1,Age_Below_TwentyFive,African_American
586,1,2,1,0,0,Age_Above_FourtyFive,
587,1,20,1,0,0,Age_Above_FourtyFive,African_American
588,0,2,0,0,1,Age_Below_TwentyFive,African_American
589,0,1,1,0,1,Age_Below_TwentyFive,African_American
590,0,1,0,0,0,Age_Below_TwentyFive,African_American
591,0,0,0,0,0,Age_Above_FourtyFive,African_American
592,0,6,0,0,0,Age_Below_TwentyFive,African_American
593,1,10,1,0,1,Age_Below_TwentyFive,African_American
594,1,10,1,0,0,Age_Below_TwentyFive,African_American
595,0,1,0,0,0,Age_Below_TwentyFive,
596,1,9,0,1,0,Age_Above_FourtyFive,
597,0,1,0,0,0,Age_Above_FourtyFive,
598,0,0,0,0,0,Age_Below_TwentyFive,African_American
599,0,0,0,0,1,Age_Below_TwentyFive,Hispanic
600,0,2,1,1,0,Age_Above_FourtyFive,
601,1,0,1,0,0,Age_Below_TwentyFive,African_American
602,1,18,1,0,0,Age_Above_FourtyFive,African_American
603,0,0,0,0,1,Age_Above_FourtyFive,African_American
604,0,1,1,0,0,Age_Below_TwentyFive,African_American
605,1,1,0,0,0,Age_Below_TwentyFive,
606,0,0,0,0,0,Age_Above_FourtyFive,
607,1,0,0,0,1,Age_Below_TwentyFive,
608,0,1,1,0,0,Age_Below_TwentyFive,Hispanic
609,0,0,0,0,1,Age_Below_TwentyFive,
610,1,0,0,0,0,Age_Below_TwentyFive,
611,0,0,0,0,1,Age_Above_FourtyFive,
612,0,1,0,0,0,Age_Below_TwentyFive,
613,0,1,0,1,0,Age_Below_TwentyFive,Hispanic
614,0,0,1,0,0,Age_Below_TwentyFive,African_American
615,0,1,0,0,0,Age_Below_TwentyFive,
616,1,1,0,0,0,Age_Below_TwentyFive,
617,1,0,0,0,0,Age_Above_FourtyFive,African_American
618,1,4,1,1,0,Age_Below_TwentyFive,African_American
619,0,2,1,0,0,Age_Above_FourtyFive,African_American
620,1,6,1,0,0,Age_Below_TwentyFive,African_American
621,0,0,1,0,0,Age_Below_TwentyFive,African_American
622,0,0,0,0,0,Age_Below_TwentyFive,African_American
623,0,0,0,0,0,Age_Below_TwentyFive,African_American
624,0,11,1,0,0,Age_Above_FourtyFive,African_American
625,1,10,1,0,0,Age_Below_TwentyFive,African_American
626,0,0,0,0,0,Age_Below_TwentyFive,African_American
627,0,0,1,1,1,Age_Below_TwentyFive,
628,0,0,0,0,0,Age_Below_TwentyFive,Other
629,1,22,1,0,0,Age_Below_TwentyFive,
630,1,0,1,0,0,Age_Below_TwentyFive,African_American
631,0,0,0,1,0,Age_Above_FourtyFive,
632,1,7,1,0,1,Age_Below_TwentyFive,African_American
633,0,1,1,1,1,Age_Below_TwentyFive,African_American
634,0,8,0,0,0,Age_Above_FourtyFive,African_American
635,0,10,1,0,1,Age_Below_TwentyFive,African_American
636,0,0,1,1,0,Age_Below_TwentyFive,African_American
637,1,0,1,0,0,Age_Below_TwentyFive,African_American
638,0,3,1,1,0,Age_Below_TwentyFive,African_American
639,1,2,1,0,0,Age_Below_TwentyFive,African_American
640,1,4,1,0,0,Age_Below_TwentyFive,African_American
641,1,19,1,1,0,Age_Above_FourtyFive,African_American
642,1,1,0,0,0,Age_Below_TwentyFive,Other
643,0,0,1,1,1,Age_Below_TwentyFive,Other
644,1,1,1,1,0,Age_Below_TwentyFive,
645,0,0,0,1,0,Age_Below_TwentyFive,African_American
646,0,3,1,0,1,Age_Below_TwentyFive,Native_American
647,0,0,0,1,0,Age_Above_FourtyFive,African_American
648,0,0,1,1,0,Age_Below_TwentyFive,African_American
649,1,5,1,0,0,Age_Below_TwentyFive,African_American
650,0,6,1,0,0,Age_Below_TwentyFive,African_American
651,0,2,0,0,1,Age_Below_TwentyFive,Other
652,1,4,1,0,0,Age_Below_TwentyFive,African_American
653,0,1,0,0,1,Age_Below_TwentyFive,African_American
654,1,1,0,0,0,Age_Below_TwentyFive,Other
655,0,0,0,0,0,Age_Below_TwentyFive,Hispanic
656,0,0,0,0,1,Age_Below_TwentyFive,African_American
657,1,8,1,0,0,Age_Below_TwentyFive,African_American
658,0,0,0,0,1,Age_Below_TwentyFive,
659,0,0,0,0,1,Age_Above_FourtyFive,
660,0,4,0,0,0,Age_Below_TwentyFive,African_American
661,0,4,1,1,0,Age_Below_TwentyFive,African_American
662,1,1,0,0,1,Age_Below_TwentyFive,
663,1,2,1,0,0,Age_Below_TwentyFive,
664,1,0,0,0,0,Age_Below_TwentyFive,
665,0,11,1,0,0,Age_Above_FourtyFive,African_American
666,0,0,1,0,0,Age_Above_FourtyFive,
667,0,0,0,0,0,Age_Below_TwentyFive,Other
668,0,3,1,1,0,Age_Below_TwentyFive,African_American
669,0,0,0,0,1,Age_Below_TwentyFive,
670,1,1,1,0,0,Age_Below_TwentyFive,African_American
671,0,2,0,0,1,Age_Below_TwentyFive,
672,1,0,1,0,0,Age_Below_TwentyFive,African_American
673,1,22,1,0,0,Age_Below_TwentyFive,African_American
674,0,0,0,1,1,Age_Below_TwentyFive,Other
675,0,0,0,0,1,Age_Above_FourtyFive,African_American
676,0,0,0,0,0,Age_Below_TwentyFive,Other
677,0,0,0,0,0,Age_Below_TwentyFive,
678,1,1,1,1,1,Age_Below_TwentyFive,African_American
679,0,1,0,1,1,Age_Below_TwentyFive,African_American
680,0,0,0,0,1,Age_Above_FourtyFive,Hispanic
681,0,2,1,0,0,Age_Below_TwentyFive,
682,1,3,0,0,0,Age_Below_TwentyFive,African_American
683,0,0,0,1,1,Age_Below_TwentyFive,African_American
684,0,0,0,0,0,Age_Below_TwentyFive,African_American
685,0,3,1,0,1,Age_Below_TwentyFive,Other
686,1,17,1,0,0,Age_Below_TwentyFive,African_American
687,1,1,0,0,0,Age_Below_TwentyFive,African_American
688,0,7,1,0,0,Age_Below_TwentyFive,African_American
689,0,0,0,0,0,Age_Below_TwentyFive,African_American
690,0,8,0,0,0,Age_Below_TwentyFive,
691,1,14,1,0,0,Age_Below_TwentyFive,African_American
692,0,0,1,0,1,Age_Below_TwentyFive,African_American
693,1,1,0,1,1,Age_Below_TwentyFive,
694,1,5,1,0,1,Age_Below_TwentyFive,African_American
695,0,16,1,0,0,Age_Below_TwentyFive,African_American
696,1,1,0,0,1,Age_Below_TwentyFive,
697,1,0,0,1,1,Age_Below_TwentyFive,Other
698,0,0,0,0,1,Age_Below_TwentyFive,
699,0,2,0,0,0,Age_Above_FourtyFive,
700,1,3,1,0,1,Age_Below_TwentyFive,African_American
701,0,1,0,1,0,Age_Below_TwentyFive,African_American
702,0,2,0,0,1,Age_Below_TwentyFive,
703,1,13,1,0,0,Age_Below_TwentyFive,African_American
704,0,0,0,0,0,Age_Below_TwentyFive,Other
705,1,0,0,0,0,Age_Below_TwentyFive,Other
706,0,20,1,0,0,Age_Below_TwentyFive,African_American
707,1,3,1,0,0,Age_Below_TwentyFive,African_American
708,1,25,1,0,0,Age_Above_FourtyFive,African_American
709,1,1,1,0,1,Age_Below_TwentyFive,African_American
710,1,9,1,0,1,Age_Above_FourtyFive,African_American
711,1,5,0,0,0,Age_Below_TwentyFive,
712,1,4,1,0,1,Age_Above_FourtyFive,African_American
713,0,4,0,0,1,Age_Below_TwentyFive,African_American
714,0,4,0,0,1,Age_Above_FourtyFive,
715,1,1,0,0,0,Age_Below_TwentyFive,African_American
716,0,2,0,0,1,Age_Below_TwentyFive,African_American
717,1,6,1,0,0,Age_Below_TwentyFive,African_American
718,0,3,0,0,0,Age_Below_TwentyFive,Other
719,0,0,0,0,0,Age_Above_FourtyFive,
720,1,1,1,0,1,Age_Below_TwentyFive,African_American
721,1,4,1,0,1,Age_Below_TwentyFive,
722,1,1,0,1,1,Age_Below_TwentyFive,
723,0,1,1,0,0,Age_Below_TwentyFive,African_American
724,1,1,1,0,0,Age_Below_TwentyFive,African_American
725,1,3,0,0,0,Age_Below_TwentyFive,
726,1,4,1,0,1,Age_Below_TwentyFive,African_American
727,0,1,0,0,0,Age_Above_FourtyFive,
728,1,5,1,0,0,Age_Below_TwentyFive,African_American
729,0,0,0,0,0,Age_Below_TwentyFive,
730,0,0,0,0,0,Age_Above_FourtyFive,
731,0,7,1,0,1,Age_Below_TwentyFive,African_American
732,0,0,1,1,1,Age_Below_TwentyFive,
733,1,1,0,0,0,Age_Below_TwentyFive,African_American
734,0,9,1,0,1,Age_Below_TwentyFive,African_American
735,1,5,0,0,0,Age_Below_TwentyFive,African_American
736,0,1,1,1,0,Age_Below_TwentyFive,
737,1,0,1,0,0,Age_Below_TwentyFive,African_American
738,1,25,1,0,1,Age_Below_TwentyFive,African_American
739,0,0,0,0,0,Age_Below_TwentyFive,African_American
740,1,13,1,0,0,Age_Below_TwentyFive,African_American
741,0,0,0,0,0,Age_Above_FourtyFive,Other
742,0,4,0,1,0,Age_Below_TwentyFive,African_American
743,0,0,0,0,0,Age_Below_TwentyFive,
744,0,0,0,1,0,Age_Above_FourtyFive,African_American
745,0,3,1,0,0,Age_Below_TwentyFive,African_American
746,0,1,0,1,1,Age_Below_TwentyFive,African_American
747,1,1,1,0,0,Age_Below_TwentyFive,
748,0,3,0,0,0,Age_Below_TwentyFive,
749,1,6,1,0,0,Age_Below_TwentyFive,African_American
750,1,4,0,0,0,Age_Below_TwentyFive,Other
751,0,1,0,0,0,Age_Below_TwentyFive,African_American
752,0,1,0,0,0,Age_Above_FourtyFive,
753,0,1,1,0,0,Age_Below_TwentyFive,African_American
754,1,3,1,0,0,Age_Below_TwentyFive,Hispanic
755,0,3,0,0,0,Age_Above_FourtyFive,African_American
756,1,1,0,0,1,Age_Below_TwentyFive,
757,0,4,1,0,0,Age_Below_TwentyFive,African_American
758,1,1,0,1,0,Age_Below_TwentyFive,
759,0,1,1,1,0,Age_Below_TwentyFive,African_American
760,0,0,0,0,1,Age_Below_TwentyFive,Hispanic
761,1,9,1,0,0,Age_Below_TwentyFive,African_American
762,1,0,1,0,0,Age_Below_TwentyFive,
763,1,1,0,0,0,Age_Above_FourtyFive,
764,0,1,0,0,1,Age_Below_TwentyFive,Hispanic
765,0,1,0,1,1,Age_Above_FourtyFive,Hispanic
766,1,3,1,0,1,Age_Below_TwentyFive,African_American
767,1,3,0,0,0,Age_Below_TwentyFive,African_American
768,1,5,0,0,1,Age_Below_TwentyFive,African_American
769,1,0,0,0,1,Age_Above_FourtyFive,Hispanic
770,0,0,0,1,1,Age_Below_TwentyFive,
771,1,0,0,0,0,Age_Below_TwentyFive,African_American
772,0,3,0,1,1,Age_Below_TwentyFive,
773,0,0,0,1,1,Age_Above_FourtyFive,
774,0,0,0,0,0,Age_Below_TwentyFive,
775,0,1,0,0,0,Age_Below_TwentyFive,Hispanic
776,0,1,1,0,0,Age_Below_TwentyFive,Hispanic
777,1,6,1,0,1,Age_Below_TwentyFive,African_American
778,1,1,1,0,0,Age_Below_TwentyFive,African_American
779,1,2,0,0,0,Age_Above_FourtyFive,African_American
780,0,0,0,0,1,Age_Below_TwentyFive,African_American
781,0,1,1,0,0,Age_Above_FourtyFive,
782,1,4,0,0,1,Age_Below_TwentyFive,African_American
783,1,1,0,1,0,Age_Above_FourtyFive,
784,1,3,0,0,0,Age_Above_FourtyFive,African_American
785,1,2,1,0,0,Age_Below_TwentyFive,African_American
786,1,19,1,0,0,Age_Below_TwentyFive,African_American
787,0,3,1,0,1,Age_Above_FourtyFive,African_American
788,0,2,0,0,0,Age_Below_TwentyFive,
789,0,0,0,0,1,Age_Above_FourtyFive,African_American
790,1,10,1,0,1,Age_Below_TwentyFive,African_American
791,0,1,0,0,0,Age_Below_TwentyFive,African_American
792,0,0,0,1,1,Age_Above_FourtyFive,Hispanic
793,0,0,0,0,1,Age_Above_FourtyFive,Hispanic
794,0,1,0,0,0,Age_Above_FourtyFive,Hispanic
795,0,1,0,1,1,Age_Below_TwentyFive,
796,1,0,0,1,1,Age_Below_TwentyFive,Hispanic
797,1,14,1,0,0,Age_Below_TwentyFive,African_American
798,0,2,1,0,0,Age_Below_TwentyFive,African_American
799,1,5,1,0,0,Age_Below_TwentyFive,African_American
800,0,0,0,0,1,Age_Above_FourtyFive,Hispanic
801,0,1,1,0,0,Age_Below_TwentyFive,
802,0,1,1,0,0,Age_Below_TwentyFive,African_American
803,1,2,0,0,1,Age_Below_TwentyFive,African_American
804,1,6,1,0,0,Age_Below_TwentyFive,African_American
805,0,0,1,1,0,Age_Below_TwentyFive,
806,0,0,0,0,0,Age_Below_TwentyFive,
807,1,1,1,0,1,Age_Below_TwentyFive,African_American
808,1,0,1,0,0,Age_Above_FourtyFive,African_American
809,1,7,1,0,0,Age_Below_TwentyFive,African_American
810,0,2,0,0,0,Age_Below_TwentyFive,
811,0,5,0,0,0,Age_Below_TwentyFive,
812,0,0,0,0,1,Age_Below_TwentyFive,
813,1,0,1,1,1,Age_Below_TwentyFive,
814,0,0,0,0,0,Age_Above_FourtyFive,African_American
815,1,10,1,0,0,Age_Below_TwentyFive,African_American
816,0,0,0,0,1,Age_Below_TwentyFive,
817,1,0,1,1,1,Age_Below_TwentyFive,Hispanic
818,1,2,1,0,0,Age_Below_TwentyFive,African_American
819,0,1,0,0,1,Age_Below_TwentyFive,Hispanic
820,1,5,1,0,1,Age_Below_TwentyFive,African_American
821,1,10,1,0,0,Age_Below_TwentyFive,African_American
822,1,4,1,0,1,Age_Above_FourtyFive,African_American
823,1,2,1,0,1,Age_Below_TwentyFive,
824,1,0,0,0,1,Age_Below_TwentyFive,African_American
825,0,0,0,1,0,Age_Below_TwentyFive,African_American
826,1,6,0,0,1,Age_Above_FourtyFive,African_American
827,0,0,0,0,0,Age_Below_TwentyFive,African_American
828,0,6,1,1,1,Age_Below_TwentyFive,African_American
829,0,1,0,0,1,Age_Below_TwentyFive,African_American
830,1,8,1,0,0,Age_Below_TwentyFive,
831,1,1,1,0,1,Age_Below_TwentyFive,African_American
832,0,0,0,0,0,Age_Below_TwentyFive,Hispanic
833,1,4,0,0,1,Age_Below_TwentyFive,African_American
834,0,3,0,1,0,Age_Below_TwentyFive,African_American
835,1,2,1,0,0,Age_Below_TwentyFive,African_American
836,0,8,0,0,0,Age_Below_TwentyFive,
837,1,6,1,0,0,Age_Below_TwentyFive,African_American
838,0,0,0,0,1,Age_Below_TwentyFive,
839,1,0,1,0,0,Age_Below_TwentyFive,African_American
840,0,0,0,1,1,Age_Below_TwentyFive,African_American
841,0,2,0,0,0,Age_Above_FourtyFive,Hispanic
842,0,0,0,0,1,Age_Below_TwentyFive,African_American
843,1,6,1,0,0,Age_Below_TwentyFive,African_American
844,0,17,0,0,1,Age_Above_FourtyFive,African_American
845,1,20,0,0,0,Age_Above_FourtyFive,Hispanic
846,0,2,1,0,0,Age_Below_TwentyFive,
847,0,2,1,0,1,Age_Below_TwentyFive,African_American
848,0,5,0,0,0,Age_Below_TwentyFive,African_American
849,0,0,0,0,1,Age_Above_FourtyFive,Hispanic
850,1,1,1,0,0,Age_Below_TwentyFive,Hispanic
851,0,1,0,0,1,Age_Above_FourtyFive,Hispanic
852,0,1,1,0,0,Age_Below_TwentyFive,African_American
853,0,2,1,0,0,Age_Below_TwentyFive,African_American
854,1,1,1,0,1,Age_Below_TwentyFive,Hispanic
855,0,6,0,0,0,Age_Below_TwentyFive,
856,0,2,1,0,0,Age_Below_TwentyFive,African_American
857,0,0,1,0,0,Age_Below_TwentyFive,African_American
858,1,17,1,0,1,Age_Below_TwentyFive,African_American
859,1,11,1,0,1,Age_Below_TwentyFive,African_American
860,0,1,1,0,0,Age_Below_TwentyFive,African_American
861,1,6,1,0,0,Age_Below_TwentyFive,African_American
862,0,1,0,0,0,Age_Above_FourtyFive,
863,0,0,0,0,1,Age_Above_FourtyFive,Hispanic
864,1,0,0,0,0,Age_Above_FourtyFive,Hispanic
865,0,0,0,1,0,Age_Above_FourtyFive,African_American
866,0,3,0,0,1,Age_Below_TwentyFive,
867,1,1,0,0,0,Age_Above_FourtyFive,Hispanic
868,0,0,0,0,0,Age_Below_TwentyFive,Hispanic
869,0,5,0,1,0,Age_Above_FourtyFive,African_American
870,1,16,1,0,0,Age_Below_TwentyFive,African_American
871,1,0,0,0,0,Age_Below_TwentyFive,Other
872,1,5,1,1,1,Age_Below_TwentyFive,African_American
873,0,0,0,0,0,Age_Above_FourtyFive,
874,0,1,0,0,0,Age_Below_TwentyFive,African_American
875,1,3,0,0,1,Age_Below_TwentyFive,African_American
876,1,13,1,0,1,Age_Below_TwentyFive,African_American
877,0,2,0,0,1,Age_Above_FourtyFive,African_American
878,0,1,0,0,0,Age_Below_TwentyFive,
879,0,5,0,0,1,Age_Above_FourtyFive,
880,0,1,0,0,0,Age_Below_TwentyFive,Other
881,0,2,0,0,0,Age_Above_FourtyFive,
882,1,1,1,0,1,Age_Below_TwentyFive,African_American
883,1,0,0,0,1,Age_Below_TwentyFive,African_American
884,0,0,0,1,1,Age_Above_FourtyFive,
885,0,0,1,1,1,Age_Below_TwentyFive,African_American
886,1,17,1,0,0,Age_Above_FourtyFive,African_American
887,1,1,0,0,0,Age_Below_TwentyFive,African_American
888,0,0,0,0,0,Age_Below_TwentyFive,African_American
889,0,0,0,1,1,Age_Below_TwentyFive,
890,1,2,0,0,1,Age_Below_TwentyFive,
891,0,2,0,0,1,Age_Below_TwentyFive,African_American
892,1,4,1,0,1,Age_Below_TwentyFive,African_American
893,0,0,0,0,1,Age_Below_TwentyFive,Hispanic
894,0,0,1,1,0,Age_Below_TwentyFive,African_American
895,1,4,1,1,0,Age_Below_TwentyFive,African_American
896,1,30,1,1,1,Age_Above_FourtyFive,
897,0,4,0,0,0,Age_Above_FourtyFive,African_American
898,0,2,0,0,0,Age_Below_TwentyFive,African_American
899,0,0,0,1,0,Age_Below_TwentyFive,
900,0,0,0,0,0,Age_Below_TwentyFive,Other
901,0,0,0,0,0,Age_Above_FourtyFive,
902,0,2,0,0,0,Age_Above_FourtyFive,African_American
903,0,19,1,0,0,Age_Above_FourtyFive,African_American
904,1,5,1,0,0,Age_Below_TwentyFive,African_American
905,1,0,1,0,0,Age_Below_TwentyFive,African_American
906,1,0,0,0,0,Age_Below_TwentyFive,African_American
907,0,2,1,0,0,Age_Below_TwentyFive,African_American
908,0,4,1,1,0,Age_Above_FourtyFive,
909,1,1,0,0,0,Age_Above_FourtyFive,
910,1,8,1,0,0,Age_Below_TwentyFive,African_American
911,0,3,0,0,0,Age_Below_TwentyFive,
912,0,1,0,0,0,Age_Below_TwentyFive,African_American
913,1,10,0,0,0,Age_Above_FourtyFive,African_American
914,0,0,0,0,0,Age_Below_TwentyFive,Hispanic
915,0,2,0,0,1,Age_Above_FourtyFive,
916,0,1,1,0,1,Age_Below_TwentyFive,
917,0,0,0,0,0,Age_Below_TwentyFive,
918,1,1,1,1,0,Age_Below_TwentyFive,African_American
919,0,0,0,0,1,Age_Above_FourtyFive,Hispanic
920,0,0,0,0,0,Age_Above_FourtyFive,
921,1,1,0,0,0,Age_Above_FourtyFive,African_American
922,0,2,0,0,0,Age_Above_FourtyFive,
923,0,6,1,0,1,Age_Below_TwentyFive,
924,1,1,0,0,1,Age_Below_TwentyFive,African_American
925,0,0,0,0,1,Age_Below_TwentyFive,Hispanic
926,0,0,0,0,0,Age_Below_TwentyFive,African_American
927,0,0,0,1,1,Age_Above_FourtyFive,Hispanic
928,1,9,1,0,0,Age_Below_TwentyFive,African_American
929,0,2,1,0,1,Age_Below_TwentyFive,
930,1,0,1,0,1,Age_Below_TwentyFive,
931,0,18,1,0,1,Age_Below_TwentyFive,African_American
932,1,5,1,1,0,Age_Below_TwentyFive,
933,1,1,1,0,0,Age_Below_TwentyFive,African_American
934,0,0,1,1,0,Age_Below_TwentyFive,African_American
935,0,8,0,0,0,Age_Above_FourtyFive,
936,0,7,0,0,0,Age_Above_FourtyFive,African_American
937,0,3,0,0,0,Age_Below_TwentyFive,
938,0,2,1,1,0,Age_Below_TwentyFive,
939,1,0,1,0,0,Age_Below_TwentyFive,Hispanic
940,1,3,1,1,0,Age_Below_TwentyFive,African_American
941,1,3,0,0,1,Age_Above_FourtyFive,
942,0,4,1,0,1,Age_Below_TwentyFive,
943,0,1,0,0,1,Age_Above_FourtyFive,
944,0,1,1,0,0,Age_Below_TwentyFive,Other
945,0,0,0,1,1,Age_Below_TwentyFive,
946,0,1,0,1,0,Age_Below_TwentyFive,
947,1,0,0,0,1,Age_Below_TwentyFive,African_American
948,1,16,1,0,0,Age_Below_TwentyFive,African_American
949,1,4,1,0,1,Age_Below_TwentyFive,African_American
950,0,0,0,0,0,Age_Below_TwentyFive,African_American
951,1,12,1,0,1,Age_Below_TwentyFive,African_American
952,0,0,0,0,1,Age_Below_TwentyFive,
953,0,0,0,1,1,Age_Below_TwentyFive,
954,1,9,1,0,0,Age_Below_TwentyFive,African_American
955,1,5,1,0,0,Age_Below_TwentyFive,African_American
956,1,11,1,0,0,Age_Below_TwentyFive,African_American
957,1,1,0,0,0,Age_Above_FourtyFive,African_American
958,0,1,0,1,0,Age_Above_FourtyFive,African_American
959,1,1,0,0,1,Age_Below_TwentyFive,African_American
960,0,5,0,0,0,Age_Above_FourtyFive,African_American
961,0,6,1,1,1,Age_Above_FourtyFive,
962,0,0,0,0,1,Age_Below_TwentyFive,
963,0,0,1,1,0,Age_Below_TwentyFive,African_American
964,0,14,1,1,0,Age_Below_TwentyFive,African_American
965,1,0,0,0,1,Age_Below_TwentyFive,Other
966,1,1,0,0,1,Age_Below_TwentyFive,
967,0,0,0,1,1,Age_Above_FourtyFive,
968,1,0,0,0,0,Age_Below_TwentyFive,
969,0,0,1,1,0,Age_Above_FourtyFive,
970,0,0,0,0,1,Age_Below_TwentyFive,
971,0,0,1,1,0,Age_Below_TwentyFive,African_American
972,0,0,0,0,1,Age_Below_TwentyFive,
973,1,4,1,0,0,Age_Below_TwentyFive,
974,0,0,0,1,1,Age_Below_TwentyFive,
975,0,0,0,0,0,Age_Above_FourtyFive,African_American
976,1,2,0,0,0,Age_Below_TwentyFive,African_American
977,1,0,0,0,0,Age_Below_TwentyFive,Hispanic
978,0,1,0,0,1,Age_Below_TwentyFive,
979,1,0,1,0,0,Age_Below_TwentyFive,African_American
980,0,2,1,1,0,Age_Below_TwentyFive,African_American
981,0,3,0,0,1,Age_Below_TwentyFive,
982,0,0,0,0,0,Age_Below_TwentyFive,Hispanic
983,0,9,1,0,1,Age_Below_TwentyFive,African_American
984,0,0,1,0,0,Age_Below_TwentyFive,African_American
985,1,2,1,0,0,Age_Below_TwentyFive,Hispanic
986,1,9,1,0,0,Age_Below_TwentyFive,African_American
987,0,7,1,0,0,Age_Below_TwentyFive,Native_American
988,0,3,0,0,0,Age_Above_FourtyFive,African_American
