c_charge_degree,age_cat,race,gender,score_text,priors_count,two_year_recid
F,Less than 25,African-American,Male,Medium,1,0
F,25 - 45,Caucasian,Male,Low,1,1
F,Greater than 45,Caucasian,Male,Low,0,0
M,25 - 45,Caucasian,Male,Low,0,1
F,Less than 25,Hispanic,Male,High,1,0
M,Less than 25,Caucasian,Male,Low,0,0
F,25 - 45,Caucasian,Male,Low,0,1
M,Greater than 45,Caucasian,Male,Low,0,0
F,Less than 25,Caucasian,Male,Low,1,0
F,25 - 45,Hispanic,Female,Low,1,0
F,Less than 25,African-American,Male,High,0,0
F,25 - 45,Caucasian,Male,Low,1,0
F,Less than 25,Caucasian,Male,Low,1,1
F,Greater than 45,African-American,Male,Low,0,1
F,25 - 45,African-American,Female,High,4,1
F,Greater than 45,African-American,Male,Medium,2,0
F,Less than 25,African-American,Male,High,6,1
F,Less than 25,African-American,Male,High,0,0
F,25 - 45,African-American,Male,Low,0,0
F,Less than 25,African-American,Male,Low,0,0
F,Greater than 45,African-American,Male,High,11,0
F,25 - 45,African-American,Male,Medium,10,1
F,Less than 25,African-American,Male,Low,0,0
M,Less than 25,Caucasian,Female,Medium,0,0
F,25 - 45,Other,Male,Low,0,0
F,25 - 45,Caucasian,Male,Medium,22,1
F,Less than 25,African-American,Male,High,0,1
F,Greater than 45,Caucasian,Female,Low,0,0
M,25 - 45,African-American,Male,Medium,7,1
M,25 - 45,African-American,Female,High,1,0
F,Greater than 45,African-American,Male,Low,8,0
M,25 - 45,African-American,Male,High,10,0
F,25 - 45,African-American,Female,Medium,0,0
F,Less than 25,African-American,Male,Medium,0,1
F,25 - 45,African-American,Female,Medium,3,0
F,Less than 25,African-American,Male,Medium,2,1
F,25 - 45,African-American,Male,Medium,4,1
F,Greater than 45,African-American,Female,High,19,1
F,Less than 25,Other,Male,Low,1,1
M,Less than 25,Other,Female,High,0,0
F,Less than 25,Caucasian,Female,High,1,1
F,Less than 25,African-American,Female,Low,0,0
M,25 - 45,Native American,Male,Medium,3,0
F,Greater than 45,African-American,Female,Low,0,0
F,Less than 25,African-American,Female,Medium,0,0
F,25 - 45,African-American,Male,Medium,5,1
F,25 - 45,African-American,Male,Medium,6,0
M,Less than 25,Other,Male,Low,2,0
F,25 - 45,African-American,Male,High,4,1
M,25 - 45,African-American,Male,Low,1,0
F,25 - 45,Other,Male,Low,1,1
F,25 - 45,Hispanic,Male,Low,0,0
M,25 - 45,African-American,Male,Low,0,0
F,25 - 45,African-American,Male,Medium,8,1
M,25 - 45,Caucasian,Male,Low,0,0
M,Greater than 45,Caucasian,Male,Low,0,0
F,25 - 45,African-American,Male,Low,4,0
F,25 - 45,African-American,Female,Medium,4,0
M,Less than 25,Caucasian,Male,Low,1,1
F,Less than 25,Caucasian,Male,High,2,1
F,Less than 25,Caucasian,Male,Low,0,1
F,Greater than 45,African-American,Male,Medium,11,0
F,Greater than 45,Caucasian,Male,Medium,0,0
F,25 - 45,Other,Male,Low,0,0
F,25 - 45,African-American,Female,Medium,3,0
M,25 - 45,Caucasian,Male,Low,0,0
F,Less than 25,African-American,Male,High,1,1
M,25 - 45,Caucasian,Male,Low,2,0
F,Less than 25,African-American,Male,Medium,0,1
F,25 - 45,African-American,Male,High,22,1
M,Less than 25,Other,Female,Low,0,0
M,Greater than 45,African-American,Male,Low,0,0
F,25 - 45,Other,Male,Low,0,0
F,Less than 25,Caucasian,Male,Low,0,0
M,Less than 25,African-American,Female,Medium,1,1
M,25 - 45,African-American,Female,Low,1,0
M,Greater than 45,Hispanic,Male,Low,0,0
F,25 - 45,Caucasian,Male,Medium,2,0
F,25 - 45,African-American,Male,Low,3,1
M,25 - 45,African-American,Female,Low,0,0
F,25 - 45,African-American,Male,Low,0,0
M,25 - 45,Other,Male,Medium,3,0
F,25 - 45,African-American,Male,High,17,1
F,Less than 25,African-American,Male,Low,1,1
F,25 - 45,African-American,Male,Medium,7,0
F,Less than 25,African-American,Male,Low,0,0
F,25 - 45,Caucasian,Male,Low,8,0
F,25 - 45,African-American,Male,Medium,14,1
M,25 - 45,African-American,Male,Medium,0,0
M,25 - 45,Caucasian,Female,Low,1,1
M,25 - 45,African-American,Male,High,5,1
F,25 - 45,African-American,Male,High,16,0
M,25 - 45,Caucasian,Male,Low,1,1
M,25 - 45,Other,Female,Low,0,1
M,25 - 45,Caucasian,Male,Low,0,0
F,Greater than 45,Caucasian,Male,Low,2,0
M,25 - 45,African-American,Male,Medium,3,1
F,Less than 25,African-American,Female,Low,1,0
M,25 - 45,Caucasian,Male,Low,2,0
F,25 - 45,African-American,Male,High,13,1
F,25 - 45,Other,Male,Low,0,0
F,Less than 25,Other,Male,Low,0,1
F,25 - 45,African-American,Male,High,20,0
F,25 - 45,African-American,Male,High,3,1
F,Greater than 45,African-American,Male,High,25,1
M,Less than 25,African-American,Male,Medium,1,1
M,Greater than 45,African-American,Male,High,9,1
F,25 - 45,Caucasian,Male,Low,5,1
M,Greater than 45,African-American,Male,Medium,4,1
M,25 - 45,African-American,Male,Low,4,0
M,Greater than 45,Caucasian,Male,Low,4,0
F,25 - 45,African-American,Male,Low,1,1
M,25 - 45,African-American,Male,Low,2,0
F,25 - 45,African-American,Male,Medium,6,1
F,25 - 45,Other,Male,Low,3,0
F,Greater than 45,Caucasian,Male,Low,0,0
M,Less than 25,African-American,Male,Medium,1,1
M,25 - 45,Caucasian,Male,Medium,4,1
M,25 - 45,Caucasian,Female,Low,1,1
F,Less than 25,African-American,Male,High,1,0
F,Less than 25,African-American,Male,High,1,1
F,Less than 25,Caucasian,Male,Low,3,1
M,25 - 45,African-American,Male,High,4,1
F,Greater than 45,Caucasian,Male,Low,1,0
F,Less than 25,African-American,Male,Medium,5,1
F,25 - 45,Caucasian,Male,Low,0,0
F,Greater than 45,Caucasian,Male,Low,0,0
M,Less than 25,African-American,Male,High,7,0
M,Less than 25,Caucasian,Female,Medium,0,0
F,Less than 25,African-American,Male,Low,1,1
M,25 - 45,African-American,Male,High,9,0
F,25 - 45,African-American,Male,Low,5,1
F,Less than 25,Caucasian,Female,Medium,1,0
F,25 - 45,African-American,Male,High,0,1
M,25 - 45,African-American,Male,High,25,1
F,Less than 25,African-American,Male,Low,0,0
F,25 - 45,African-American,Male,High,13,1
F,Greater than 45,Other,Male,Low,0,0
F,25 - 45,African-American,Female,Low,4,0
F,25 - 45,Caucasian,Male,Low,0,0
F,Greater than 45,African-American,Female,Low,0,0
F,Less than 25,African-American,Male,High,3,0
M,25 - 45,African-American,Female,Low,1,0
F,Less than 25,Caucasian,Male,High,1,1
F,25 - 45,Caucasian,Male,Low,3,0
F,Less than 25,African-American,Male,High,6,1
F,25 - 45,Other,Male,Low,4,1
F,25 - 45,African-American,Male,Low,1,0
F,Greater than 45,Caucasian,Male,Low,1,0
F,25 - 45,African-American,Male,Medium,1,0
F,Less than 25,Hispanic,Male,Medium,3,1
F,Greater than 45,African-American,Male,Low,3,0
M,Less than 25,Caucasian,Male,Low,1,1
F,25 - 45,African-American,Male,Medium,4,0
F,25 - 45,Caucasian,Female,Low,1,1
F,25 - 45,African-American,Female,Medium,1,0
M,25 - 45,Hispanic,Male,Low,0,0
F,25 - 45,African-American,Male,Medium,9,1
F,25 - 45,Caucasian,Male,High,0,1
F,Greater than 45,Caucasian,Male,Low,1,1
M,25 - 45,Hispanic,Male,Low,1,0
M,Greater than 45,Hispanic,Female,Low,1,0
M,25 - 45,African-American,Male,Medium,3,1
F,25 - 45,African-American,Male,Low,3,1
M,25 - 45,African-American,Male,Low,5,1
M,Greater than 45,Hispanic,Male,Low,0,1
M,25 - 45,Caucasian,Female,Low,0,0
F,25 - 45,African-American,Male,Low,0,1
M,25 - 45,Caucasian,Female,Low,3,0
M,Greater than 45,Caucasian,Female,Low,0,0
F,Less than 25,Caucasian,Male,Low,0,0
F,25 - 45,Hispanic,Male,Low,1,0
F,25 - 45,Hispanic,Male,Medium,1,0
M,25 - 45,African-American,Male,Medium,6,1
F,Less than 25,African-American,Male,Medium,1,1
F,Greater than 45,African-American,Male,Low,2,1
M,25 - 45,African-American,Male,Low,0,0
F,Greater than 45,Caucasian,Male,Medium,1,0
M,25 - 45,African-American,Male,Low,4,1
F,Greater than 45,Caucasian,Female,Low,1,1
F,Greater than 45,African-American,Male,Low,3,1
F,Less than 25,African-American,Male,High,2,1
F,25 - 45,African-American,Male,High,19,1
M,Greater than 45,African-American,Male,High,3,0
F,25 - 45,Caucasian,Male,Low,2,0
M,Greater than 45,African-American,Male,Low,0,0
M,25 - 45,African-American,Male,Medium,10,1
F,25 - 45,African-American,Male,Low,1,0
M,Greater than 45,Hispanic,Female,Low,0,0
M,Greater than 45,Hispanic,Male,Low,0,0
F,Greater than 45,Hispanic,Male,Low,1,0
M,25 - 45,Caucasian,Female,Low,1,0
M,25 - 45,Hispanic,Female,Low,0,1
F,25 - 45,African-American,Male,High,14,1
F,Less than 25,African-American,Male,Medium,2,0
F,25 - 45,African-American,Male,High,5,1
M,Greater than 45,Hispanic,Male,Low,0,0
F,25 - 45,Caucasian,Male,Medium,1,0
F,Less than 25,African-American,Male,High,1,0
M,25 - 45,African-American,Male,Low,2,1
F,Less than 25,African-American,Male,Medium,6,1
F,25 - 45,Caucasian,Female,Medium,0,0
F,Less than 25,Caucasian,Male,Low,0,0
M,25 - 45,African-American,Male,Medium,1,1
F,Greater than 45,African-American,Male,Medium,0,1
F,25 - 45,African-American,Male,Medium,7,1
F,25 - 45,Caucasian,Male,Low,2,0
F,25 - 45,Caucasian,Male,Low,5,0
M,Less than 25,Caucasian,Male,Low,0,0
M,Less than 25,Caucasian,Female,Medium,0,1
F,Greater than 45,African-American,Male,Low,0,0
F,25 - 45,African-American,Male,Medium,10,1
M,Less than 25,Caucasian,Male,Low,0,0
M,Less than 25,Hispanic,Female,Medium,0,1
F,Less than 25,African-American,Male,Medium,2,1
M,25 - 45,Hispanic,Male,Low,1,0
M,25 - 45,African-American,Male,High,5,1
F,25 - 45,African-American,Male,Medium,10,1
M,Greater than 45,African-American,Male,Medium,4,1
M,Less than 25,Caucasian,Male,Medium,2,1
M,25 - 45,African-American,Male,Low,0,1
F,Less than 25,African-American,Female,Low,0,0
M,Greater than 45,African-American,Male,Low,6,1
F,25 - 45,African-American,Male,Low,0,0
M,Less than 25,African-American,Female,Medium,6,0
M,25 - 45,African-American,Male,Low,1,0
F,25 - 45,Caucasian,Male,High,8,1
M,Less than 25,African-American,Male,Medium,1,1
F,25 - 45,Hispanic,Male,Low,0,0
M,25 - 45,African-American,Male,Low,4,1
F,25 - 45,African-American,Female,Low,3,0
F,Less than 25,African-American,Male,Medium,2,1
F,25 - 45,Caucasian,Male,Low,8,0
F,25 - 45,African-American,Male,High,6,1
M,25 - 45,Caucasian,Male,Low,0,0
F,Less than 25,African-American,Male,High,0,1
M,Less than 25,African-American,Female,Low,0,0
F,Greater than 45,Hispanic,Male,Low,2,0
M,25 - 45,African-American,Male,Low,0,0
F,25 - 45,African-American,Male,Medium,6,1
M,Greater than 45,African-American,Male,Low,17,0
F,Greater than 45,Hispanic,Male,Low,20,1
F,Less than 25,Caucasian,Male,Medium,2,0
M,Less than 25,African-American,Male,Medium,2,0
F,25 - 45,African-American,Male,Low,5,0
M,Greater than 45,Hispanic,Male,Low,0,0
F,Less than 25,Hispanic,Male,Medium,1,1
M,Greater than 45,Hispanic,Male,Low,1,0
F,25 - 45,African-American,Male,Medium,1,0
F,25 - 45,African-American,Male,Medium,2,0
M,Less than 25,Hispanic,Male,Medium,1,1
F,25 - 45,Caucasian,Male,Low,6,0
F,25 - 45,African-American,Male,Medium,2,0
F,25 - 45,African-American,Male,High,0,0
M,25 - 45,African-American,Male,Medium,17,1
M,25 - 45,African-American,Male,High,11,1
F,25 - 45,African-American,Male,Medium,1,0
F,25 - 45,African-American,Male,High,6,1
F,Greater than 45,Caucasian,Male,Low,1,0
M,Greater than 45,Hispanic,Male,Low,0,0
F,Greater than 45,Hispanic,Male,Low,0,1
F,Greater than 45,African-American,Female,Low,0,0
M,Less than 25,Caucasian,Male,Low,3,0
F,Greater than 45,Hispanic,Male,Low,1,1
F,25 - 45,Hispanic,Male,Low,0,0
F,Greater than 45,African-American,Female,Low,5,0
F,25 - 45,African-American,Male,Medium,16,1
F,25 - 45,Other,Male,Low,0,1
M,25 - 45,African-American,Female,Medium,5,1
F,Greater than 45,Caucasian,Male,Low,0,0
F,25 - 45,African-American,Male,Low,1,0
M,25 - 45,African-American,Male,Low,3,1
M,25 - 45,African-American,Male,High,13,1
M,Greater than 45,African-American,Male,Low,2,0
F,25 - 45,Caucasian,Male,Low,1,0
M,Greater than 45,Caucasian,Male,Low,5,0
F,25 - 45,Other,Male,Low,1,0
F,Greater than 45,Caucasian,Male,Low,2,0
M,25 - 45,African-American,Male,High,1,1
M,25 - 45,African-American,Male,Low,0,1
M,Greater than 45,Caucasian,Female,Low,0,0
M,Less than 25,African-American,Female,Medium,0,0
F,Greater than 45,African-American,Male,High,17,1
F,25 - 45,African-American,Male,Low,1,1
F,25 - 45,African-American,Male,Low,0,0
M,25 - 45,Caucasian,Female,Low,0,0
M,25 - 45,Caucasian,Male,Low,2,1
M,25 - 45,African-American,Male,Low,2,0
M,25 - 45,African-American,Male,Medium,4,1
M,Less than 25,Hispanic,Male,Low,0,0
F,25 - 45,African-American,Female,High,0,0
F,25 - 45,African-American,Female,Medium,4,1
M,Greater than 45,Caucasian,Female,Medium,30,1
F,Greater than 45,African-American,Male,Low,4,0
F,25 - 45,African-American,Male,Low,2,0
F,25 - 45,Caucasian,Female,Low,0,0
F,25 - 45,Other,Male,Low,0,0
F,Greater than 45,Caucasian,Male,Low,0,0
F,Greater than 45,African-American,Male,Low,2,0
F,Greater than 45,African-American,Male,Medium,19,0
F,Less than 25,African-American,Male,High,5,1
F,Less than 25,African-American,Male,High,0,1
F,25 - 45,African-American,Male,Low,0,1
F,25 - 45,African-American,Male,Medium,2,0
F,Greater than 45,Caucasian,Female,Medium,4,0
F,Greater than 45,Caucasian,Male,Low,1,1
F,25 - 45,African-American,Male,High,8,1
F,25 - 45,Caucasian,Male,Low,3,0
F,25 - 45,African-American,Male,Low,1,0
F,Greater than 45,African-American,Male,Low,10,1
F,25 - 45,Hispanic,Male,Low,0,0
M,Greater than 45,Caucasian,Male,Low,2,0
M,25 - 45,Caucasian,Male,Medium,1,0
F,25 - 45,Caucasian,Male,Low,0,0
F,Less than 25,African-American,Female,Medium,1,1
M,Greater than 45,Hispanic,Male,Low,0,0
F,Greater than 45,Caucasian,Male,Low,0,0
F,Greater than 45,African-American,Male,Low,1,1
F,Greater than 45,Caucasian,Male,Low,2,0
M,25 - 45,Caucasian,Male,Medium,6,0
M,Less than 25,African-American,Male,Low,1,1
M,25 - 45,Hispanic,Male,Low,0,0
F,25 - 45,African-American,Male,Low,0,0
M,Greater than 45,Hispanic,Female,Low,0,0
F,25 - 45,African-American,Male,High,9,1
M,25 - 45,Caucasian,Male,High,2,0
M,Less than 25,Caucasian,Male,Medium,0,1
M,25 - 45,African-American,Male,High,18,0
F,25 - 45,Caucasian,Female,High,5,1
F,Less than 25,African-American,Male,Medium,1,1
F,Less than 25,African-American,Female,High,0,0
F,Greater than 45,Caucasian,Male,Low,8,0
F,Greater than 45,African-American,Male,Low,7,0
F,25 - 45,Caucasian,Male,Low,3,0
F,Less than 25,Caucasian,Female,Medium,2,0
F,Less than 25,Hispanic,Male,Medium,0,1
F,Less than 25,African-American,Female,Medium,3,1
M,Greater than 45,Caucasian,Male,Low,3,1
M,25 - 45,Caucasian,Male,High,4,0
M,Greater than 45,Caucasian,Male,Low,1,0
F,25 - 45,Other,Male,Medium,1,0
M,Less than 25,Caucasian,Female,Low,0,0
F,25 - 45,Caucasian,Female,Low,1,0
M,25 - 45,African-American,Male,Low,0,1
F,25 - 45,African-American,Male,High,16,1
M,25 - 45,African-American,Male,Medium,4,1
F,Less than 25,African-American,Male,Low,0,0
M,25 - 45,African-American,Male,High,12,1
M,25 - 45,Caucasian,Male,Low,0,0
M,25 - 45,Caucasian,Female,Low,0,0
F,25 - 45,African-American,Male,Medium,9,1
F,25 - 45,African-American,Male,Medium,5,1
F,25 - 45,African-American,Male,High,11,1
F,Greater than 45,African-American,Male,Low,1,1
F,Greater than 45,African-American,Female,Low,1,0
M,25 - 45,African-American,Male,Low,1,1
F,Greater than 45,African-American,Male,Low,5,0
M,Greater than 45,Caucasian,Female,Medium,6,0
M,25 - 45,Caucasian,Male,Low,0,0
F,Less than 25,African-American,Female,Medium,0,0
F,25 - 45,African-American,Female,High,14,0
M,Less than 25,Other,Male,Low,0,1
M,25 - 45,Caucasian,Male,Low,1,1
M,Greater than 45,Caucasian,Female,Low,0,0
F,Less than 25,Caucasian,Male,Low,0,1
F,Greater than 45,Caucasian,Female,Medium,0,0
M,25 - 45,Caucasian,Male,Low,0,0
F,Less than 25,African-American,Female,Medium,0,0
M,25 - 45,Caucasian,Male,Low,0,0
F,25 - 45,Caucasian,Male,Medium,4,1
M,25 - 45,Caucasian,Female,Low,0,0
F,Greater than 45,African-American,Male,Low,0,0
F,Less than 25,African-American,Male,Low,2,1
F,Less than 25,Hispanic,Male,Low,0,1
M,Less than 25,Caucasian,Male,Low,1,0
F,Less than 25,African-American,Male,High,0,1
F,25 - 45,African-American,Female,Medium,2,0
M,25 - 45,Caucasian,Male,Low,3,0
F,Less than 25,Hispanic,Male,Low,0,0
M,25 - 45,African-American,Male,High,9,0
F,Less than 25,African-American,Male,Medium,0,0
F,Less than 25,Hispanic,Male,High,2,1
F,25 - 45,African-American,Male,High,9,1
F,25 - 45,Native American,Male,High,7,0
F,Greater than 45,African-American,Male,Low,3,0
F,Less than 25,Hispanic,Female,Medium,0,0
F,Less than 25,African-American,Male,Low,0,1
F,25 - 45,African-American,Female,High,3,1
M,Greater than 45,African-American,Male,Medium,4,0
M,Less than 25,African-American,Female,Low,0,0
M,25 - 45,Caucasian,Male,Low,0,0
F,25 - 45,African-American,Male,Medium,4,1
F,25 - 45,Caucasian,Female,Medium,2,1
M,25 - 45,Other,Male,Low,1,1
M,25 - 45,Hispanic,Male,Low,0,0
M,25 - 45,Native American,Male,Low,0,0
F,25 - 45,Caucasian,Female,High,11,1
F,25 - 45,African-American,Female,Low,6,1
F,Less than 25,Other,Male,Medium,5,0
F,Greater than 45,African-American,Male,Low,3,0
M,25 - 45,Caucasian,Female,Low,3,0
F,25 - 45,Caucasian,Male,Low,2,1
F,25 - 45,Hispanic,Male,Low,0,0
F,25 - 45,Caucasian,Female,Medium,0,0
M,Less than 25,African-American,Male,High,0,1
F,Less than 25,Asian,Male,Low,0,0
F,25 - 45,Caucasian,Male,Low,0,0
M,25 - 45,Caucasian,Female,Low,1,0
M,25 - 45,Hispanic,Male,Low,0,1
F,Greater than 45,Caucasian,Male,Medium,8,1
F,25 - 45,African-American,Female,Low,1,0
M,25 - 45,African-American,Male,Low,0,0
F,25 - 45,Caucasian,Male,Low,0,1
F,25 - 45,African-American,Male,Medium,5,1
F,25 - 45,African-American,Male,Medium,4,1
F,25 - 45,African-American,Male,Medium,7,1
F,25 - 45,Caucasian,Male,Low,0,0
F,25 - 45,African-American,Male,Low,3,0
M,25 - 45,African-American,Female,Low,0,0
F,Less than 25,Caucasian,Male,Medium,1,1
F,25 - 45,African-American,Male,High,1,1
M,25 - 45,African-American,Male,Low,0,1
F,25 - 45,African-American,Male,Medium,3,1
M,25 - 45,African-American,Male,Low,1,0
F,25 - 45,Caucasian,Male,Low,0,0
M,25 - 45,Hispanic,Male,Low,0,0
M,Less than 25,African-American,Male,High,0,0
M,Greater than 45,Caucasian,Male,Low,0,0
F,Less than 25,African-American,Male,Low,0,0
F,25 - 45,African-American,Female,High,2,1
M,25 - 45,African-American,Male,Low,0,0
M,25 - 45,Caucasian,Female,Low,1,0
M,Less than 25,African-American,Male,Medium,2,1
F,Less than 25,African-American,Male,High,0,0
F,Less than 25,Other,Male,High,8,1
M,25 - 45,Hispanic,Male,Low,0,0
F,25 - 45,Other,Male,Low,1,0
F,Greater than 45,African-American,Male,Low,12,0
M,25 - 45,African-American,Male,Medium,6,0
M,25 - 45,African-American,Male,Low,2,1
M,Less than 25,Caucasian,Male,High,4,0
M,25 - 45,African-American,Male,Low,0,1
F,25 - 45,African-American,Male,High,4,1
F,Less than 25,Caucasian,Male,Medium,1,1
M,25 - 45,Hispanic,Male,Low,0,0
F,25 - 45,Caucasian,Female,Low,0,1
F,25 - 45,African-American,Male,Low,1,0
F,25 - 45,Other,Male,Low,0,0
M,25 - 45,Caucasian,Male,Low,3,0
F,Less than 25,African-American,Male,Low,1,1
M,Less than 25,Caucasian,Male,High,0,1
M,Greater than 45,Caucasian,Male,Low,0,0
F,Greater than 45,Caucasian,Male,Low,3,1
F,Less than 25,African-American,Male,Low,0,0
F,Less than 25,African-American,Male,Medium,0,0
F,25 - 45,African-American,Male,High,4,1
F,Greater than 45,Caucasian,Male,Low,2,0
F,25 - 45,Caucasian,Female,Low,0,1
M,25 - 45,Caucasian,Male,Medium,9,1
F,Less than 25,African-American,Male,High,0,1
M,25 - 45,Other,Male,Low,0,0
M,Greater than 45,Caucasian,Female,Low,5,0
F,25 - 45,African-American,Male,Low,4,1
F,Less than 25,Hispanic,Male,High,4,0
M,25 - 45,Hispanic,Male,Medium,0,1
M,Greater than 45,Caucasian,Female,Low,1,0
M,25 - 45,Caucasian,Male,Low,0,0
M,25 - 45,Caucasian,Female,Medium,1,0
F,Less than 25,Caucasian,Male,Low,0,1
M,25 - 45,African-American,Male,Low,0,0
M,25 - 45,Caucasian,Male,Low,2,0
F,Less than 25,African-American,Male,Low,0,1
F,25 - 45,African-American,Male,Low,0,0
F,Greater than 45,Caucasian,Male,Low,4,0
F,Greater than 45,Hispanic,Male,Medium,1,0
F,Less than 25,African-American,Male,Low,1,0
M,Less than 25,African-American,Male,Medium,0,0
F,25 - 45,Other,Male,Low,1,1
M,25 - 45,Caucasian,Male,Low,1,1
F,Greater than 45,Hispanic,Male,Low,1,0
M,25 - 45,Hispanic,Male,Low,1,1
M,25 - 45,Caucasian,Male,Low,0,0
F,25 - 45,Caucasian,Male,High,2,1
F,25 - 45,African-American,Female,High,5,1
F,Less than 25,Hispanic,Male,Medium,0,0
F,25 - 45,African-American,Female,Low,1,0
F,25 - 45,Other,Male,Low,0,0
F,25 - 45,African-American,Male,Medium,2,0
M,Greater than 45,Caucasian,Male,Low,0,0
F,25 - 45,African-American,Male,Low,1,0
F,25 - 45,Asian,Male,Low,2,0
F,Less than 25,Caucasian,Male,Medium,6,1
M,Greater than 45,Asian,Male,Low,0,0
F,25 - 45,African-American,Male,Low,0,0
M,Greater than 45,Caucasian,Male,Low,4,0
F,Greater than 45,African-American,Male,Low,7,1
F,25 - 45,Caucasian,Male,Medium,0,1
M,25 - 45,Caucasian,Male,High,7,1
F,Greater than 45,Caucasian,Male,Low,7,1
M,25 - 45,African-American,Male,Low,0,0
M,Greater than 45,Caucasian,Male,Medium,12,0
F,Less than 25,African-American,Male,High,0,1
M,25 - 45,African-American,Male,Low,4,1
M,25 - 45,African-American,Male,Low,0,0
M,25 - 45,Caucasian,Male,Low,0,0
M,25 - 45,Hispanic,Male,Medium,11,0
M,Greater than 45,Other,Male,Low,0,0
F,Greater than 45,Caucasian,Female,Medium,5,0
